t,pos_cmd,pos_fbk,vel_fbk,samples_consumed
1282,2873,2848,1429,1387
1282,2873,2848,1429,1387
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1388
1283,2876,2851,1436,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
1284,2879,2854,1440,1389
